,Description,commenting,ogling,groping,cleaned_text
5085,"I was waiting for my college bus outside my home. Suddenly a man came in a cycle and touched my breast and went away, I could not do anything as it happened all of sudden.",0,0,1,waiting college bus outside home suddenly man came cycle touched breast went away could not anything happened sudden
5086,"I use the train to travel to work. 3 months ago, when I got off my train, a man made sexually obscene comments about me",1,0,0,use train travel work 3 month ago got train man made sexually obscene comment
5087,i am man. it was when i was walking through the hiletole where i saw a gang who were passing the unnecessary comments to girls passing by that route,1,0,0,man walking hiletole saw gang passing unnecessary comment girl passing route
5088,touching in DTC buses with bad intentions,1,1,1,touching dtc bus bad intention
5089,Vulgar touching by stupid bike riders. Just can't expect that. There are some illegal elements causing trouble to girls.Sometimes some people are seen with indescribable activities in front of girls hostel or in close proximity. Don't know what those fucking shit get doing this.... The area is madhapur in hyderabad  in ayappa society around the dena bank lane behind vodaphone store.,1,0,0,vulgar touching stupid bike rider expect illegal element causing trouble girl sometimes people seen indescribable activity front girl hostel close proximity know fucking shit get area madhapur hyderabad ayappa society around dena bank lane behind vodaphone store
5090,Whistling at girl when i was passing by the seelampur market in the night.,1,0,0,whistling girl passing seelampur market night
5091,touching,1,0,1,touching
5092,a friend of mine was touched by her coaching friend.,1,0,1,friend mine touched coaching friend
5093,harassment,1,1,1,harassment
5094,"a man near my house keeps staring at me whenever i step outside. he passes comments at me and places lewd songs. he told me he wants to marry me. when i confided in my mom about me, she got really angry and started beating me up. she did not talk to me for days after that. a girl is always blamed even when she is right. my house is in bblock, near wednesday market where this happens.",0,1,0,man near house keep staring whenever step outside pass comment place lewd song told want marry confided mom got really angry started beating not talk day girl always blamed even right house bblock near wednesday market happens
5095,we were going home with my friend and some boys who were sitted at a stone started commenting to us. They always do that here in soweto,1,0,0,going home friend boy sitted stone started commenting u always soweto
5096,"When I was returning from coaching around 6 pm , two boys from their Kavi nagar on bike passed a comment firstly I ignored but then they started following me and they continuously asked me my personal details I refused to tell then I took out mobile phone from my pocket then they went from they but 23 days they continuously stalked me",0,0,0,returning coaching around 6 pm two boy kavi nagar bike passed comment firstly ignored started following continuously asked personal detail refused tell took mobile phone pocket went 23 day continuously stalked
5097,I was touched and groped during afternoon .,1,0,1,touched groped afternoon
5098,A group of boys were commenting on several women crossing the street outside Saket metro station.,0,0,0,group boy commenting several woman crossing street outside saket metro station
5099,"just after Dec 16 case, on a sunday, i got ready to meet my friend and came down of my flat. there is a fast food centre at the corner of teh road, as i passed this food centre, a worker started singing a song pointing out my clothes. i immdiately turned back and taught him a good lesson.i shouted on him and told him he cant just start singing a song every time a girl pass through this street, he needs to control and respect women.all other guys standing their had there heads down that time. i made my point.",0,0,0,dec 16 case sunday got ready meet friend came flat fast food centre corner teh road passed food centre worker started singing song pointing clothes immdiately turned back taught good lesson shouted told cant start singing song every time girl pas street need control respect woman guy standing head time made point
5100,Guys at the bus station commenting on me like quotbaby babyquot they even go as far as tryimg to get hold of me,0,0,0,guy bus station commenting like quotbaby babyquot even go far tryimg get hold
5101,I was waiting for my friend at the bus stand. A guy tried to touch my private parts and this happened for three to four times. It happened again the next day.,0,0,1,waiting friend bus stand guy tried touch private part happened three four time happened next day
5102,Harassment in buses(munirka) in the night.,0,0,1,harassment bus munirka night
5103,Taking pictures without permission,0,0,0,taking picture without permission
5104,"A lady wanted assistance from some man, instead he took advantage of the situation and requested her for a date",0,0,0,lady wanted assistance man instead took advantage situation requested date
5105,a young boy looked at a lady who was several years older in a weird way.,0,0,0,young boy looked lady several year older weird way
5106,Once I was going for my classes and there was a group of boys who just followed me which made me almost cry.,1,0,0,going class group boy followed made almost cry
5107,"ME AND MY FRIENDS USED TO FACE IT EVERYDAY, WHEN WE HAD CLASSES THERE.",1,1,0,friend used face everyday class
5108,A drunk man kept trying to touch a girl inappropriately in the bus,0,0,1,drunk man kept trying touch girl inappropriately bus
5109,I was in a atm when the security guard tried to lock me in,0,0,0,atm security guard tried lock
5110,"I was going to the stage to board a bus and a very dirty men kept standing beside me and when I moved, he also moved closer. He was following me everywhere I moved to",0,0,0,going stage board bus dirty men kept standing beside moved also moved closer following everywhere moved
5111,"its an incident of a sister i know.well it started when a boy started following her.first day, she didn't notice him but as days past, that boy become visible enough staring at her amp following till home.she didnt report it with anyone but one day while she was walking with one of her boy friend that guy also saw her and the same day he slapped her in the evening",0,1,1,incident sister know well started boy started following first day notice day past boy become visible enough staring amp following till home didnt report anyone one day walking one boy friend guy also saw day slapped evening
5112,some men were smoking bhang and they strated whistling and I was uncomfortable,0,0,0,men smoking bhang strated whistling uncomfortable
5113,I was in Kamla Nagar Market when four boys started following me and commenting on me.,1,0,0,kamla nagar market four boy started following commenting
5114,A rowdy looking man snatched my golden chain and ran away and I couldn't do anything.,0,0,0,rowdy looking man snatched golden chain ran away anything
5115,I have never been harassed before but I have experienced numerous cases where market women have been harassed by their customers.Market women are being harassed by foriegners( white men) who come to buy from them.Taking snapshots without their notice.It is a form of mockery to our culture as Cameroonians,0,0,0,never harassed experienced numerous case market woman harassed customer market woman harassed foriegners white men come buy taking snapshot without notice form mockery culture cameroonian
5116,"once while retutning to my PG around 8 in the evening,one male followed me and commented on me even he was trying to talk to me",0,0,0,retutning pg around 8 evening one male followed commented even trying talk
5117,"a while ago,i was travelling from kalyan station to the mall via a riksha,a man around 40's was sitting next to me.through the coerce of travel he was trying to touch me inappropriately. when i tried confronting him,he put on a fight and started abusing me.",0,0,1,ago travelling kalyan station mall via riksha man around 40 sitting next coerce travel trying touch inappropriately tried confronting put fight started abusing
5118,some guys tried to snatch my money and locket,0,0,0,guy tried snatch money locket
5119,harassment,1,0,1,harassment
5120,A guy came in car and followed the girl for long and commented that she should join him and enjoy . It was during morning hours .,0,0,0,guy came car followed girl long commented join enjoy morning hour
5121,"he kept laughing loudly to attract attention,then made bad gestures relating to a woman's body parts. it was not possible to ignore him, he seemed mental",0,1,0,kept laughing loudly attract attention made bad gesture relating woman body part not possible ignore seemed mental
5122,whistling,0,0,0,whistling
5123,Commenting during morning at azadpur bus road.,1,0,0,commenting morning azadpur bus road
5124,Obtrusive behaviour,1,0,0,obtrusive behaviour
5125,I was eating in a restaurant and i saw a guy making vulgar expressions at me,0,1,0,eating restaurant saw guy making vulgar expression
5126,"a girl was stabbed by a man by a knife at murga chowk, street no 8 in the afternoon",0,0,0,girl stabbed man knife murga chowk street no 8 afternoon
5127,it was really bad.,1,1,0,really bad
5128,a group of boys were making some nonsense facial expressions.,0,1,0,group boy making nonsense facial expression
5129,A guy followed us around Khan Market from one shop to another and then to the parking lot. We had to tell the police officer.,0,0,0,guy followed u around khan market one shop another parking lot tell police officer
5130,i was travelling in the public transport where i happened to meet a guy trying to touch me in my private parts,0,0,1,travelling public transport happened meet guy trying touch private part
5131,I was going to the railway station where rickshaw bhaiya called his friends saying he has got something(asset) for u.This happened in the morning around 5.,0,0,0,going railway station rickshaw bhaiya called friend saying got something asset u happened morning around 5
5132,Commenting on girls,1,0,0,commenting girl
5133,"The Crowded places are the ones mostlu where sexual assaults happen. On crowded bus, crowded streets men take advantage of women because they cannot pinpoint the assualter. Groping and sexual language often used.",1,0,1,crowded place one mostlu sexual assault happen crowded bus crowded street men take advantage woman cannot pinpoint assualter groping sexual language often used
5134,"catcalls/whistles,commenting,others",1,0,0,catcall whistle commenting others
5135,"Walking down the market at Serilingampally, a man walked into me purposely trying to feel me. Upon raising an alarm, the man shouted back using foul language. The by standers as expected just looked on.",0,0,1,walking market serilingampally man walked purposely trying feel upon raising alarm man shouted back using foul language stander expected looked
5136,I was shopping with my best friend when this random guy there started eyeing us and singing songs.,1,0,0,shopping best friend random guy started eyeing u singing song
5137,if you report a big person to the teacher they will tell you not to pass through shortcut and that is the only way to get home faster,0,0,0,report big person teacher tell not pas shortcut way get home faster
5138,"when i used to go out the boys near by my house use to tease me by joining my name with other boy. they use to stare, comment n whistle.",1,0,0,used go boy near house use tease joining name boy use stare comment n whistle
5139,while i was roaming around one of the guy started to comment.,1,0,0,roaming around one guy started comment
5140,Wanted to get physical,0,0,0,wanted get physical
5141,so i was like going home and stuff this one night and it like wasn't like late at all it was like around maybe like 1030ish not too late and like so i went to this party and was so sloshed and then like had to come home cause my parents are very like strict ew am i rite? so i take a cab and like the other cab drivers started like commenting on my cute dress and i like freak out! then i start yelling and shit so like my boyfriend tells me to like calm down! what an assclown he didn't even do anything! im totally gonna break up with him! so anyway that's it.,1,0,0,like going home stuff one night like like late like around maybe like 1030ish not late like went party sloshed like come home cause parent like strict ew rite take cab like cab driver started like commenting cute dress like freak start yelling shit like boyfriend tell like calm assclown even anything im totally gonna break anyway
5142,a friend of mine was an only child who belonged to a good family. her parents worked away from home for long hours and left her in the care of a trusted male servant. while they were away he would sexually harass her in their own house.,0,0,1,friend mine child belonged good family parent worked away home long hour left care trusted male servant away would sexually harass house
5143,"i was coming back to my PG in the evening where i saw some random boys standing at the corner of the street,they started commenting,i felt awkward so i ignored and walked away",1,0,0,coming back pg evening saw random boy standing corner street started commenting felt awkward ignored walked away
5144,facial expression,0,1,0,facial expression
5145,Groping whistles commenting masturbating in public at peddar road bus stop.,0,0,1,groping whistle commenting masturbating public peddar road bus stop
5146,Harassment,1,1,0,harassment
5147,My friend's boyfriend tried to kiss her when she refused she was accused of stealing,1,0,1,friend boyfriend tried kiss refused accused stealing
5148,first these guys were commenting and then suddenly they snatched my chain and ran away.,1,0,0,first guy commenting suddenly snatched chain ran away
5149,uncomfortable touch in Auto thrice by the same person. Once i was harassed and twice i avoided him. Kandivali (E) station going to Thakur village,1,0,1,uncomfortable touch auto thrice person harassed twice avoided kandivali e station going thakur village
5150,Two boys were actually commenting upon the outfit of a girl.It was very embarrassing.It happened in the evening.,1,0,0,two boy actually commenting upon outfit girl embarrassing happened evening
5151,report was taken on dadar street market. exact location was between bigg sale maitreen. the interviewee don't feel safe on this place due to instances of staring and touching,0,0,1,report taken dadar street market exact location bigg sale maitreen interviewee feel safe place due instance staring touching
5152,I fell safe that I have note faces such thing up to date but today onwards I am aware about many things,0,0,0,fell safe note face thing date today onwards aware many thing
5153,"Comments were passed at me near the community toilet by a group of boys, who were also staring at me.",1,1,0,comment passed near community toilet group boy also staring
5154,my friend was called by some men who started touching her all over,0,0,0,friend called men started touching
5155,A girl was walking on the street and some boys touched her and ran away.,0,0,1,girl walking street boy touched ran away
5156,Chain Snatching near Kapashera Border,0,0,0,chain snatching near kapashera border
5157,The man is drunk in this place near the place. Chef is not there for women to go from here,1,0,1,man drunk place near place chef not woman go
5158,"I was walking in the street minding my own business, when suddenly some boys started whistling at me.",0,0,0,walking street minding business suddenly boy started whistling
5159,"This incident happened to my friend when she was going to her aunty's place, at the bus stop.",1,0,0,incident happened friend going aunty place bus stop
5160,A lady was assaulted by the neighnour's husband and stripped naked at the bthroom.  This is because she went in ahead of him in the que.,0,0,0,lady assaulted neighnour husband stripped naked bthroom went ahead que
5161,some guys were commenting the girls,1,0,0,guy commenting girl
5162,staring at us always and even invite us into cars.,0,0,0,staring u always even invite u car
5163,the girl stays with her step mother and her father. The father brought his brother of 12years who always rapes the girl at night because she sleeps down and te boy sleeps on the chair.,0,0,0,girl stay step mother father father brought brother 12years always rape girl night sleep te boy sleep chair
5164,At the uttam nagar terminal some bad boys were commenting onthe people whomsoever goes from there specially on girls.,1,0,0,uttam nagar terminal bad boy commenting onthe people whomsoever go specially girl
5165,guys were commenting on a girl,1,0,0,guy commenting girl
5166,"some guys were making catcalls, and indecent facial expressions",1,1,0,guy making catcall indecent facial expression
5167,i lost my phone and wallet,0,0,0,lost phone wallet
5168,It happened with my friend's brother when he was doing graduation. His immediate neighbor tried to sexually abuse him but he escaped as he informed his parents. A big major incident was prevented because of his alertness.,1,1,1,happened friend brother graduation immediate neighbor tried sexually abuse escaped informed parent big major incident prevented alertness
5169,i was walking from my home suddenly some groups of boys touched me on my personal area,0,0,1,walking home suddenly group boy touched personal area
5170,It was festive season and night time. one of my friend was beaten by other gang of boys.,0,1,0,festive season night time one friend beaten gang boy
5171,"I was walking by pratap nagar towards my house after attending Aakash Coaching classes. Some guys started following me and made vulgar comments. When I stopped at a signal to cross the road I noticed them trying to take a picture of me. Thankfully there was a police officer near, though he did nothing only shood them away which isn't enough for dogs like them.",1,1,0,walking pratap nagar towards house attending aakash coaching class guy started following made vulgar comment stopped signal cross road noticed trying take picture thankfully police officer near though nothing shood away enough dog like
5172,"I was living as a foreigner in Jodhpur, Rajasthan for 3 months. All together I faced many sexual harassment situations and this is a summary of them.Once I was walking in the evening and a boy passed me by a bike and squeezed my breasts for a moment while passing. The same happened to my friend as well.Once a random boy on the street started to follow me when I was walking and he was asking to hold my hand and hug me. Staring and commenting was everyday stuff. Many times whistling happened and I was also shouted quotI want to fuck youquot in public. Always when I went somewhere people tried to take photos of me, both men and women. It is ok if it is asked but very few ask for permission and also many times they want to have a photo with me and it is ok if there are also women but I don't want to be in photos with only men.",1,1,1,living foreigner jodhpur rajasthan 3 month together faced many sexual harassment situation summary walking evening boy passed bike squeezed breast moment passing happened friend well random boy street started follow walking asking hold hand hug staring commenting everyday stuff many time whistling happened also shouted quoti want fuck youquot public always went somewhere people tried take photo men woman ok asked ask permission also many time want photo ok also woman want photo men
5173,This happened with a friend while she was with her friends.,1,0,0,happened friend friend
5174,I witnessed a situation one day when I visited a friend of mine.He was behaving strange and funny.He tried kissing me and took off his clothes.It was emabarassing.,0,0,1,witnessed situation one day visited friend mine behaving strange funny tried kissing took clothes emabarassing
5175,"my classmate looks at me in a funny way, whenever our eyes meet he winks at me or starts to make funny facial expression",0,1,0,classmate look funny way whenever eye meet wink start make funny facial expression
5176,a boy pulled in the evening time,1,1,1,boy pulled evening time
5177,"While I was on my way to tuition, I was harassed.",1,1,0,way tuition harassed
5178,a family friend tried to be inappropriately touchy during a family gathering. Stopped him and reported to my parents. They cut off all ties with him.,0,0,1,family friend tried inappropriately touchy family gathering stopped reported parent cut tie
5179,on my way back home from work aound 7.30 pm a stranger was whistling at me as I tried to ignore he came up straight to me and told me quotyou day I comingquot.i was scared.,0,0,0,way back home work aound 7 30 pm stranger whistling tried ignore came straight told quotyou day comingquot scared
5180,On my way from school I saw a group of boys smoking bhang and I got afraid when they saw this they started chasing me and insulting me that I should be married by now,1,0,0,way school saw group boy smoking bhang got afraid saw started chasing insulting married
5181,Harassment at a coaching class at Delhi. Even at Delhi High Court.,0,0,1,harassment coaching class delhi even delhi high court
5182,in afternoon it happened.,1,0,1,afternoon happened
5183,I was hanging out with my 2 friends in karol bagh market amp then 34 guys were following us and they were passing nasty comments too.,1,0,0,hanging 2 friend karol bagh market amp 34 guy following u passing nasty comment
5184,While i was going out at evening few boys started to trouble me and even called me names and started commenting about me.,1,0,0,going evening boy started trouble even called name started commenting
5185,People in the metro just try to push you and touch you.It happens in the afternoon and evening.,0,0,1,people metro try push touch happens afternoon evening
5186,ogling,0,1,0,ogling
5187,when i was at bus i feel unsafe  because strangers push at bus and they touch me. while i was standing at bus as well some guys want to touch me in my body parts,0,0,1,bus feel unsafe stranger push bus touch standing bus well guy want touch body part
5188,harassment,1,0,0,harassment
5189,"A lady was at the DC stage around 500 a.m. to travel to her rural home when men caught her,  she shouted for help but no one came to her rescue.  When people woke up it was found that the lady was raped by those men and ran away with her luggages.",0,0,0,lady dc stage around 500 travel rural home men caught shouted help no one came rescue people woke found lady raped men ran away luggage
5190,My Chain was snatched while I was in the rickshaw.,1,1,1,chain snatched rickshaw
5191,misbehaved,1,0,0,misbehaved
5192,"This happened on the train from CST to Panvel.I was in the 7th or 8th Std when in the general compartment of the train, a guy was inappropriately moving his fingers when I was standing near to him.",0,0,1,happened train cst panvel 7th 8th std general compartment train guy inappropriately moving finger standing near
5193,I was travelling in a public transport in which 2 boys sitting in front of me were constantly staring me and whistling. Nobody around did anything,0,0,0,travelling public transport 2 boy sitting front constantly staring whistling nobody around anything
5194,"i started noticing a man at the jasola metro station ogling at me for a couple of days. I knew which station he would usually get off at but after a few days, he made extra efforts to follow me on my route. I complained to the metro officials.",0,1,0,started noticing man jasola metro station ogling couple day knew station would usually get day made extra effort follow route complained metro official
5195,Sexual gestures with comments and whistles,1,0,1,sexual gesture comment whistle
5196,It happened last month with my friend. A man came near to her tried to be physical with her.,1,0,1,happened last month friend man came near tried physical
5197,was walking from Undugu School to st. john primary school a group af men asked if they could escort me I said no and they started following until when  I reached home is when they stopped following me,0,0,0,walking undugu school st john primary school group af men asked could escort said no started following reached home stopped following
5198,Staring and irrelevant unbearable unnecessary comments,1,1,0,staring irrelevant unbearable unnecessary comment
5199,Age 18 years oldType of harassmentStalking at Ibex Colony in Leh (day time)Catcalls at Skalzangling taxi stand in Leh (day time)Commenting deymo thong duk (looking nice) (day time)Sexual invites yes (day time),1,0,0,age 18 year oldtype harassmentstalking ibex colony leh day time catcall skalzangling taxi stand leh day time commenting deymo thong duk looking nice day time sexual invite yes day time
5200,commenting and hooting and inappropriate actions,1,0,0,commenting hooting inappropriate action
5201,"the incident was 19 years ago, one of my friend was sexually explioted by his own uncle.",0,0,0,incident 19 year ago one friend sexually explioted uncle
5202,I was going to school when a stranger comming from front hit me.,0,0,1,going school stranger comming front hit
5203,guys were taking pics,0,0,0,guy taking pic
5204,"It was on my birth day.I went out with some friends and on my way back at night,some men caught and raped me.",0,0,0,birth day went friend way back night men caught raped
5205,Singing songsVulgar commentsWhistling Pressing bodies in public transportand Touching.,1,1,1,singing songsvulgar commentswhistling pressing body public transportand touching
5206,"catcalling ,commenting and grouping is a daily occurance",1,1,0,catcalling commenting grouping daily occurance
5207,some people were clicking our pictures without permission,0,0,0,people clicking picture without permission
5208,I was at NAhargargh Fort in Jaipur where a guy was winking at me and smiling for no reason which made me feel awkward.,0,1,0,nahargargh fort jaipur guy winking smiling no reason made feel awkward
5209,Stalking,0,0,1,stalking
5210,afternoon 3.30 pm,0,1,0,afternoon 3 30 pm
5211,"I was coming back home from school with my friend in the afternoon.There were some men who had a phone and he clicked pictures of my friend. It happened near JB 454, in front of black school building.",0,0,0,coming back home school friend afternoon men phone clicked picture friend happened near jb 454 front black school building
5212,"While being on a scooty and waiting for the signal to turn green, a group of 6 guys were starting, and passing indecent comments.",1,0,0,scooty waiting signal turn green group 6 guy starting passing indecent comment
5213,"This incident took place at janpath in the afternoon around 2pm.We were there for shopping and it was this road side seller selling belts.He forced us to buy the belts,we refused,so he started commenting in a bad way and I personally didn't like it and it was a bad experience.",1,0,0,incident took place janpath afternoon around 2pm shopping road side seller selling belt forced u buy belt refused started commenting bad way personally like bad experience
5214,some guys were making indecent comments and whistling,1,1,0,guy making indecent comment whistling
5215,I was travelling in bus during evening hours when's drunk guy was trying to touch me continuously even after my repeated attempts to stop him .,0,0,1,travelling bus evening hour drunk guy trying touch continuously even repeated attempt stop
5216,I am a guy who resides near Charni Road.The night at incident I was waiting for my friend suddenly a person came and started stalking mr. He went and later came with 2 of his people and started stalking me again,0,0,0,guy resides near charni road night incident waiting friend suddenly person came started stalking mr went later came 2 people started stalking
5217,i was touched by a school boy in public transportation.,0,0,1,touched school boy public transportation
5218,This survey is carried out by safecity (Red Dot Foundation) along with its safecity audit at street market in Mumbai.,1,0,0,survey carried safecity red dot foundation along safecity audit street market mumbai
5219,There was indecent behaviour by some well read boys while I was out during evening .,1,0,0,indecent behaviour well read boy evening
5220,"while walking on the road, a guy from a building's balcony whistled and was calling me into his house. that is an area where students from different places, live in hostels to prepare for competitive exams. i wasn't wearing indecent clothes infact i was wearing a salwar.",1,0,0,walking road guy building balcony whistled calling house area student different place live hostel prepare competitive exam wearing indecent clothes infact wearing salwar
5221,bikers commenting and whistling,1,0,0,bikers commenting whistling
5222,it was not happened to me but i saw one boy at the time of tihar who was ogling as well clapping to girl. he was in the roof of van who came to play deusi in a group. he was singing song also. i saw girl  very scared n serious. her condition was very poor,1,1,0,not happened saw one boy time tihar ogling well clapping girl roof van came play deusi group singing song also saw girl scared n serious condition poor
5223,"I was on my way to work. While crossing the road, a biker collided with me. I was thrown off the road. There was a group who had come to help me(I thought it was help) but then they started touching and groping me at all odd places. I tried to push myself through the crowd and someone had conveniently taken off with my phone. I managed to pull myself out of the crowd but by then I was emotionally hurt more than physically.",0,0,1,way work crossing road biker collided thrown road group come help thought help started touching groping odd place tried push crowd someone conveniently taken phone managed pull crowd emotionally hurt physically
5224,I was passing by and some boys started saying that they like how tight my dress was,1,0,0,passing boy started saying like tight dress
5225,"On my street, i get harassed daily by the guys. They comment about my boobs and buttocks,and say the will have sex with me one day.they touch indecently but i always run from them. They do this because there is no street light.",1,1,1,street get harassed daily guy comment boob buttock say sex one day touch indecently always run no street light
5226,showing adult films by class mates,0,0,0,showing adult film class mate
5227,she was kidnapped and raped.,0,0,0,kidnapped raped
5228,I was harassed publicly in Lokhandwala during the afternoon on a quite part of the road. Noone said a word and when I tried to confront the two boys on a bike they just rode off whistling.,1,1,0,harassed publicly lokhandwala afternoon quite part road noone said word tried confront two boy bike rode whistling
5229,During Holi someone threw an egg near my lower back which was really embarrassing.,0,0,1,holi someone threw egg near lower back really embarrassing
5230,I was travelling in the Delhi metro and a man was staring at a girl with the intention full of lust.After a decent amount of time I couldn't take it and I stood in his point of view and gave him a casual look. Fortunately that sent the message.,1,1,1,travelling delhi metro man staring girl intention full lust decent amount time take stood point view gave casual look fortunately sent message
5231,A boy tried to touch me in the bus,0,0,1,boy tried touch bus
5232,A group of random strangers were staring at my friend in a bad way,0,1,0,group random stranger staring friend bad way
5233,One girl on Campus wants me to make love with her without me accepting to do what she requests of,0,0,1,one girl campus want make love without accepting request
5234,I was going for my tuition. a group of boys were whistling and ogling in a very inappropriate way.,0,1,0,going tuition group boy whistling ogling inappropriate way
5235,a guy followed me near the park in sanjay camp.,0,0,0,guy followed near park sanjay camp
5236,there is a boy who lied to me and took me to his friend and he slept with me for 3 days until my mum complained and that is when he threw me out of his house at night,0,0,0,boy lied took friend slept 3 day mum complained threw house night
5237,a man sodomised me in the buttocks at night.,0,0,0,man sodomised buttock night
5238,"Everywhere in this location. Subject to comments, ogling, etc",1,0,0,everywhere location subject comment ogling etc
5239,Followed by a car.,1,1,0,followed car
5240,i was travelling by metro with my friends and three boys were staring at me and started commenting on me. they were disturbing my friends and also started following us but we ran.,1,0,0,travelling metro friend three boy staring started commenting disturbing friend also started following u ran
5241,"when I was travelling in bus someone stole my purse which had my college ID, library card other important document",0,0,0,travelling bus someone stole purse college id library card important document
5242,"Some guys were stalking and commenting , while i was going home from college",1,0,0,guy stalking commenting going home college
5243,"I saw it, one women was wearing short dress and suddenly, one old guy try to touch her tight.",0,0,1,saw one woman wearing short dress suddenly one old guy try touch tight
5244,harassment,0,0,1,harassment
5245,there was a large group of men who were not good in intention,1,0,0,large group men not good intention
5246,I was walking with my sister. A man clicked our photo and sent that photo to us in facebook by saying very bad words and threatening us.,1,0,0,walking sister man clicked photo sent photo u facebook saying bad word threatening u
5247,Touching in share autoTouching at Bandra Bus Station and in local trains.,1,0,1,touching share autotouching bandra bus station local train
5248,"while going to home from college,one of the boy toched my shoulder and was trying come close.",0,0,1,going home college one boy toched shoulder trying come close
5249,while walking on the street,1,0,1,walking street
5250,Ogling while travelling in train. a person repeating the same daily.811 local train from Thane to CST,0,1,0,ogling travelling train person repeating daily 811 local train thane cst
5251,"Was going to do some work of mine. Some goon type people were sitting on their vehicles. As I passed by, started following me and passed comments and when I was finally isolated tried to grope me. But,i shouted, made noise to make them run away.",1,0,1,going work mine goon type people sitting vehicle passed started following passed comment finally isolated tried grope shouted made noise make run away
5252,"Being stalked by a guy, teasing.",0,1,0,stalked guy teasing
5253,Catcalls Commenting and indecent exposure,1,0,0,catcall commenting indecent exposure
5254,I WAS WITH MY FRIENDS AND WE WERE EATING ICECREAM THERE. A GROUP OF BOYS PASSED US AND WENT A LITTLE FAR AND STARTED STARING AT US. AFTER A FEW MINUTES WE LEFT THE PLACE.,0,1,0,friend eating icecream group boy passed u went little far started staring u minute left place
5255,the guys were commenting very cheap,1,0,0,guy commenting cheap
5256,i usually get whistling and unnecessary facial expression while travelling in public vehicle from college  to home and vise versa,0,1,0,usually get whistling unnecessary facial expression travelling public vehicle college home vise versa
5257,They say that we go to school for nothing and instead wasting our parents money,1,0,0,say go school nothing instead wasting parent money
5258,it was on a Friday after sports in school when I and my friend were going home and we met some boys at gogo who called my friend but she ignored and they started abusing her,1,0,0,friday sport school friend going home met boy gogo called friend ignored started abusing
5259,A man was walking in a street in Laini saba wearing a silver chain and he was not familiar with the ares.  Some boys just came and statched the chain off his neck and ran away.,0,0,0,man walking street laini saba wearing silver chain not familiar are boy came statched chain neck ran away
5260,The poor lighting conditions in this area gives rise to many petty crimes against the girls of the society.,1,0,0,poor lighting condition area give rise many petty crime girl society
5261,"Hi, The following incident has happened twice with me while walking back home. I was walking in the lane adjacent to kasarvadavli naka leading towards Thane Muncipal Garden side between 8 to 10 pm. Boys passing towards the direction I was walking stopped by..checked me out right on my face and drove ahead. I gave a firm rude look but did not get into verbal fight as the lane was not lit. there were very few people passing by. The most surprising thing... I was dressed in Salwar Kameez on one occasion. Alert One  There is a cheap liqour shack prior Haware residential Project via the lane i was walking...the boys were heading in the same direction which means they either belong to the slums nearby or were heading to chill out at the liquor shack. Alert Two  The place ahead of the liqour shack is deserted ... I have noticed rickshaw drivers and other local boys frequenting this place. Liqour is consumed in open.....I have seen it. The road gets spilt in two directions one to haware proect.. the other heads to a valley like place which is deserted....police needs to have their presence felt here.... Alert Three  These lanes are half lit and some spots completely unlit with street lights Please do something asap about this before a rape / crime takes place. The nearest police station is kasarvadavali police station. many thanks for this website....",1,1,1,hi following incident happened twice walking back home walking lane adjacent kasarvadavli naka leading towards thane muncipal garden side 8 10 pm boy passing towards direction walking stopped checked right face drove ahead gave firm rude look not get verbal fight lane not lit people passing surprising thing dressed salwar kameez one occasion alert one cheap liqour shack prior haware residential project via lane walking boy heading direction mean either belong slum nearby heading chill liquor shack alert two place ahead liqour shack deserted noticed rickshaw driver local boy frequenting place liqour consumed open seen road get spilt two direction one haware proect head valley like place deserted police need presence felt alert three lane half lit spot completely unlit street light please something asap rape crime take place nearest police station kasarvadavali police station many thanks website
5262,A five year old girl was defiled by a neighbour who tricked her to join him for a cup of tea in his house. He defiled the baby and told her not to tell anyone.,0,0,0,five year old girl defiled neighbour tricked join cup tea house defiled baby told not tell anyone
5263,it was really bad. it always happens almost. its over crowded.,1,0,0,really bad always happens almost crowded
5264,It happened to me in 9th class.My private tutor was teaching me maths. he asked to to watch some internet. he started touching my thigh and I felt so uncomfortable. I ran out of there and went home. I told my parents. They scolded him and told me to never share this incident.,0,0,1,happened 9th class private tutor teaching math asked watch internet started touching thigh felt uncomfortable ran went home told parent scolded told never share incident
5265,teacher beating student,0,0,0,teacher beating student
5266,a certain lady was walking by the roadside when a man on a bike was staring at her and said that she is sexy and looks good in bed,1,1,0,certain lady walking roadside man bike staring said sexy look good bed
5267,"Coming back from the kamla nagar market at about 700 pm, some guys tried to follow.Kind of eve teasing.",0,0,0,coming back kamla nagar market 700 pm guy tried follow kind eve teasing
5268,"Pedicab cyclist follows behind pedestrian and then blocks her way and grabs her, expecting her to just quietly give in.",0,0,1,pedicab cyclist follows behind pedestrian block way grab expecting quietly give
5269,"While i was at a pool , a guy tried to touch me unnecessarily during the evening hours .",0,0,1,pool guy tried touch unnecessarily evening hour
5270,"While i was coming from my dance class, few guys on bike followed me till home and commented.",0,0,0,coming dance class guy bike followed till home commented
5271,This incident took place in the metro in afternoon.Someone was taking pictures of a girl in the metro.,0,0,0,incident took place metro afternoon someone taking picture girl metro
5272,"At a party in my village in the night, I was stared at.",0,1,0,party village night stared
5273,"Two men chain snatching a necklace of an old lady ,no guard or no street light was present",0,0,0,two men chain snatching necklace old lady no guard no street light present
